Max,Min,WL,Mean,RMS,Var,WAMP,SSC,Log,MaxF,MinF,WLF,MeanF,RMSF,VarF,WAMPF,SSCF,LogF,class
186,8,1131,122.49,16281.67,1290.7776,0,27,9.413199,2259.2634,4.6503034,14843.634,172.85468,86570.63,57264.555,1,86,9.757622,6
146,3,1019,85.28,8097.94,833.59735,0,30,9.05111,2418.3665,2.1994934,11741.948,133.98842,80093.43,62768.223,1,81,9.502924,6
128,5,881,66.85,5261.19,800.27,1,26,8.807622,1145.542,2.1366463,9722.488,103.27256,31512.824,21058.178,4,79,9.242542,6
165,7,1499,111.34,13275.62,887.90356,0,41,9.317759,3500.2678,4.1822014,17086.771,184.39656,174376.73,141792.58,3,76,9.822259,6
156,10,1004,77.01,6815.87,894.2729,0,24,8.949105,2736.572,2.0439177,11974.408,137.11227,101411.39,83446.086,1,71,9.52597,6
144,6,1160,84.82,7820.46,632.3511,1,34,9.045702,2736.572,3.330619,12198.809,138.12566,98693.53,80419.02,1,75,9.533334,6
154,12,1155,95.02,9842.08,821.4944,0,36,9.159258,3022.9575,2.356607,13544.623,159.49828,123170.97,98718.46,1,77,9.677203,6
177,8,1662,98.48,10504.22,814.0503,2,42,9.195024,2291.084,4.150743,15897.888,162.50604,95863.54,70156.89,4,81,9.695886,6
158,5,958,87.38,8378.54,750.7835,0,32,9.075437,2195.622,2.264034,12027.086,138.55533,71847.08,53181.297,1,82,9.53644,6
102,4,836,62.26,4133.7,259.99237,1,35,8.736489,2227.4421,1.9166751,9960.616,106.96504,64211.41,53302.918,1,68,9.277672,6
182,5,1021,97.35,10584.31,1118.4717,0,30,9.183483,2609.2893,2.2954783,13719.511,155.3996,99979.42,76596.35,1,82,9.65117,6
139,10,1031,73.4,5958.9,577.11115,1,37,8.901094,1559.2101,1.948114,9953.74,116.028366,44182.637,31030.36,2,80,9.359005,6
128,1,844,71.2,5605.92,541.8988,0,28,8.870663,1877.4156,2.232585,11359.209,118.124855,56697.715,43175.996,3,74,9.376912,6
131,5,900,68.59,5067.91,366.99188,0,29,8.833317,1241.0038,1.7909975,10532.697,112.29632,38723.316,26376.613,5,77,9.326311,6
136,4,1017,84.38,7663.78,549.28845,0,36,9.040501,3595.7288,2.5136924,14759.1,153.90028,162407.56,140123.5,1,72,9.641475,6
178,10,1202,102.4,11410.82,934.40405,2,31,9.234056,2672.9312,2.0753715,14719.11,164.6672,109042.71,82754.97,3,83,9.709097,6
145,3,990,70.52,5600.82,634.0907,0,27,8.861067,1304.6447,2.5451162,9541.246,104.48867,32398.266,21697.355,4,77,9.254249,6
131,4,1098,76.44,6374.66,536.956,0,41,8.941676,2545.6484,1.8866967,11932.579,130.87793,89196.02,72794.94,1,71,9.479435,6
141,5,863,79.3,6859.12,576.3938,0,35,8.978408,2736.572,2.4194272,11996.478,132.27823,97326,80634.81,1,78,9.490078,6
118,10,831,73.06,5753.64,420.0771,1,34,8.896451,2959.3174,2.450848,10946.445,126.34152,107768.14,92733.29,1,69,9.444159,6
146,10,955,68.02,5331,711.3936,0,29,8.824972,1177.3625,2.2309012,9425.9,107.030174,32863.254,21624.035,4,79,9.278281,6
124,6,913,78.36,6648.8,513.6466,0,33,8.966484,2386.5452,3.016428,11889.567,130.0144,81394.97,65142.652,3,78,9.4728155,6
138,2,912,77.02,6765.52,841.85834,0,27,8.949235,2227.4421,3.5218256,10101.495,111.75717,63458.57,51483.742,1,72,9.321499,6
146,4,1057,87.12,8265.5,682.43005,0,39,9.072456,1877.4156,2.4212666,11247.217,129.14102,56606.676,40332.59,3,83,9.466075,6
136,5,1166,87,8375.3,814.44446,2,36,9.071078,2195.622,2.7356985,12297.088,133.60185,70904.97,53591.426,1,79,9.500034,6
180,10,912,95.51,10318.25,1208.1718,0,21,9.164401,2291.084,3.3935022,13163.818,148.16006,84514.7,63195.24,3,81,9.603463,6
154,9,1126,93.85,9966.83,1170.7146,0,33,9.146868,2768.3923,1.539633,14251.64,160.84953,116612.48,91656.46,3,81,9.685639,6
